Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073012704,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,27,"(33.4672065229, -86.6193433254)",PREVENT,DENTAL,135896,1073012704,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073012906,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,71.7,67.6,75.3,,,788,"(33.4045161403, -86.7876502287)",PREVENT,DENTAL,135896,1073012906,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073012907,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,72,68.3,75.3,,,2696,"(33.4026873912, -86.770945069)",PREVENT,DENTAL,135896,1073012907,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073012908,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,64.1,60.5,67.5,,,4679,"(33.3984946605, -86.7988914335)",PREVENT,DENTAL,135896,1073012908,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073012910,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.7,76.7,83.7,,,218,"(33.418693772, -86.722131839)",PREVENT,DENTAL,135896,1073012910,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073012912,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,57.7,53.8,61.3,,,4532,"(33.3839016626, -86.7952291977)",PREVENT,DENTAL,135896,1073012912,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073012913,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,57.6,54.2,60.8,,,3659,"(33.373607893, -86.793375026)",PREVENT,DENTAL,135896,1073012913,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073014203,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,73.8,70.2,77,,,242,"(33.3128046299, -86.900502008)",PREVENT,DENTAL,135896,1073014203,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073014204,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,75.2,72.2,78.1,,,7190,"(33.3391783494, -86.8888460736)",PREVENT,DENTAL,135896,1073014204,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073014302,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,72.8,68.5,76.7,,,1636,"(33.3923792867, -86.8833755105)",PREVENT,DENTAL,135896,1073014302,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073014404,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,75.4,71.8,78.5,,,1140,"(33.4312136699, -86.8228782375)",PREVENT,DENTAL,135896,1073014404,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073014405,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,71,67.3,74.3,,,3524,"(33.4223942211, -86.8292726164)",PREVENT,DENTAL,135896,1073014405,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073014406,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,79.7,76.5,82.5,,,4223,"(33.4019456118, -86.8333493253)",PREVENT,DENTAL,135896,1073014406,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073014408,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,71,67.1,74.1,,,3434,"(33.3714906081, -86.8110962421)",PREVENT,DENTAL,135896,1073014408,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073014409,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,75.6,72,78.8,,,3266,"(33.3940185192, -86.814740369)",PREVENT,DENTAL,135896,1073014409,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073014410,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77.2,74.4,80,,,5159,"(33.3494208078, -86.8444278718)",PREVENT,DENTAL,135896,1073014410,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073014412,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,78.7,75.3,81.7,,,4162,"(33.4019806536, -86.8503435747)",PREVENT,DENTAL,135896,1073014412,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01073014413,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,79.9,77.4,82,,,8007,"(33.3733919761, -86.8534900912)",PREVENT,DENTAL,135896,1073014413,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01117030212,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,67.1,62.5,71.8,,,97,"(33.423125404, -86.6963918322)",PREVENT,DENTAL,135896,1117030212,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01117030216,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.4,77.6,82.8,,,2200,"(33.417421408, -86.6452578981)",PREVENT,DENTAL,135896,1117030216,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01117030217,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.7,77,83.6,,,4878,"(33.4384217583, -86.6382002523)",PREVENT,DENTAL,135896,1117030217,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01117030304,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81,78.6,83.5,,,3288,"(33.3846264819, -86.7606477683)",PREVENT,DENTAL,135896,1117030304,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01117030305,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.6,76.8,83.5,,,684,"(33.3506323247, -86.7740677526)",PREVENT,DENTAL,135896,1117030305,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01117030314,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,73.6,69.9,76.9,,,3035,"(33.3586019342, -86.7921165874)",PREVENT,DENTAL,135896,1117030314,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01117030330,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77.6,73.2,81.5,,,342,"(33.413982377, -86.6887566067)",PREVENT,DENTAL,135896,1117030330,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01117030333,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,82.2,79.5,84.5,,,3924,"(33.3483899528, -86.8194470284)",PREVENT,DENTAL,135896,1117030333,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01117030334,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,78.9,76.4,81.1,,,1652,"(33.3045872589, -86.8872412717)",PREVENT,DENTAL,135896,1117030334,Dental Visit
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Prevention,0135896-01117030344,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77.1,73.5,80.6,,,209,"(33.4099905522, -86.6692093971)",PREVENT,DENTAL,135896,1117030344,Dental Visit
2016,AL,Alabama,Hoover,City,BRFSS,Health Outcomes,135896,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8,7.9,8.2,,,81619,"(33.3767602729, -86.8051937568)",HLTHOUT,DIABETES,135896,,Diabetes
2016,AL,Alabama,Hoover,City,BRFSS,Health Outcomes,135896,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.3,8.2,8.5,,,81619,"(33.3767602729, -86.8051937568)",HLTHOUT,DIABETES,135896,,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012704,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,27,"(33.4672065229, -86.6193433254)",HLTHOUT,DIABETES,135896,1073012704,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012906,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.1,4.7,5.5,,,788,"(33.4045161403, -86.7876502287)",HLTHOUT,DIABETES,135896,1073012906,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012907,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.1,8.4,9.9,,,2696,"(33.4026873912, -86.770945069)",HLTHOUT,DIABETES,135896,1073012907,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012908,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.5,8.8,10.1,,,4679,"(33.3984946605, -86.7988914335)",HLTHOUT,DIABETES,135896,1073012908,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012910,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.5,7.6,9.5,,,218,"(33.418693772, -86.722131839)",HLTHOUT,DIABETES,135896,1073012910,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012912,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.6,7.2,8,,,4532,"(33.3839016626, -86.7952291977)",HLTHOUT,DIABETES,135896,1073012912,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012913,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.6,8.2,9.1,,,3659,"(33.373607893, -86.793375026)",HLTHOUT,DIABETES,135896,1073012913,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014203,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8,7.3,8.7,,,242,"(33.3128046299, -86.900502008)",HLTHOUT,DIABETES,135896,1073014203,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014204,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.4,6.9,8,,,7190,"(33.3391783494, -86.8888460736)",HLTHOUT,DIABETES,135896,1073014204,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014302,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.2,6.6,7.8,,,1636,"(33.3923792867, -86.8833755105)",HLTHOUT,DIABETES,135896,1073014302,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014404,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8,7.3,8.7,,,1140,"(33.4312136699, -86.8228782375)",HLTHOUT,DIABETES,135896,1073014404,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014405,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.1,7.5,8.8,,,3524,"(33.4223942211, -86.8292726164)",HLTHOUT,DIABETES,135896,1073014405,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014406,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.1,8.3,10.1,,,4223,"(33.4019456118, -86.8333493253)",HLTHOUT,DIABETES,135896,1073014406,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014408,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,6,7.2,,,3434,"(33.3714906081, -86.8110962421)",HLTHOUT,DIABETES,135896,1073014408,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014409,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.9,9.9,12.1,,,3266,"(33.3940185192, -86.814740369)",HLTHOUT,DIABETES,135896,1073014409,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014410,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.5,7,8.2,,,5159,"(33.3494208078, -86.8444278718)",HLTHOUT,DIABETES,135896,1073014410,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014412,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.9,7.2,8.7,,,4162,"(33.4019806536, -86.8503435747)",HLTHOUT,DIABETES,135896,1073014412,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014413,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8,7.4,8.7,,,8007,"(33.3733919761, -86.8534900912)",HLTHOUT,DIABETES,135896,1073014413,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030212,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,4.1,5.1,,,97,"(33.423125404, -86.6963918322)",HLTHOUT,DIABETES,135896,1117030212,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030216,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.8,8.1,9.7,,,2200,"(33.417421408, -86.6452578981)",HLTHOUT,DIABETES,135896,1117030216,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030217,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.4,8.5,10.4,,,4878,"(33.4384217583, -86.6382002523)",HLTHOUT,DIABETES,135896,1117030217,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030303,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.6,8.7,10.6,,,2728,"(33.4073891991, -86.7208501712)",HLTHOUT,DIABETES,135896,1117030303,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030304,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.8,8.1,9.6,,,3288,"(33.3846264819, -86.7606477683)",HLTHOUT,DIABETES,135896,1117030304,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030305,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.8,7.9,9.7,,,684,"(33.3506323247, -86.7740677526)",HLTHOUT,DIABETES,135896,1117030305,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030314,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.1,6.6,7.7,,,3035,"(33.3586019342, -86.7921165874)",HLTHOUT,DIABETES,135896,1117030314,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030330,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.5,10.1,13,,,342,"(33.413982377, -86.6887566067)",HLTHOUT,DIABETES,135896,1117030330,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030333,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.7,7.9,9.6,,,3924,"(33.3483899528, -86.8194470284)",HLTHOUT,DIABETES,135896,1117030333,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030334,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.4,6.9,8,,,1652,"(33.3045872589, -86.8872412717)",HLTHOUT,DIABETES,135896,1117030334,Diabetes
2016,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030344,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.8,8.7,10.9,,,209,"(33.4099905522, -86.6692093971)",HLTHOUT,DIABETES,135896,1117030344,Diabetes
2015,AL,Alabama,Hoover,City,BRFSS,Health Outcomes,135896,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,AgeAdjPrv,Age-adjusted prevalence,32.2,32,32.4,,,81619,"(33.3767602729, -86.8051937568)",HLTHOUT,HIGHCHOL,135896,,High Cholesterol
2015,AL,Alabama,Hoover,City,BRFSS,Health Outcomes,135896,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,35.9,35.6,36.2,,,81619,"(33.3767602729, -86.8051937568)",HLTHOUT,HIGHCHOL,135896,,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012704,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,27,"(33.4672065229, -86.6193433254)",HLTHOUT,HIGHCHOL,135896,1073012704,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012906,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,22.8,22,23.7,,,788,"(33.4045161403, -86.7876502287)",HLTHOUT,HIGHCHOL,135896,1073012906,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012907,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,37.3,36.2,38.4,,,2696,"(33.4026873912, -86.770945069)",HLTHOUT,HIGHCHOL,135896,1073012907,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012908,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,35.5,34.4,36.6,,,4679,"(33.3984946605, -86.7988914335)",HLTHOUT,HIGHCHOL,135896,1073012908,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012910,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,38.5,37.1,39.9,,,218,"(33.418693772, -86.722131839)",HLTHOUT,HIGHCHOL,135896,1073012910,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012912,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,29.4,28.4,30.4,,,4532,"(33.3839016626, -86.7952291977)",HLTHOUT,HIGHCHOL,135896,1073012912,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073012913,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,30.3,29.4,31.2,,,3659,"(33.373607893, -86.793375026)",HLTHOUT,HIGHCHOL,135896,1073012913,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014203,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,36.1,34.9,37.2,,,242,"(33.3128046299, -86.900502008)",HLTHOUT,HIGHCHOL,135896,1073014203,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014204,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,34,32.9,35,,,7190,"(33.3391783494, -86.8888460736)",HLTHOUT,HIGHCHOL,135896,1073014204,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014302,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,32.5,31.3,33.8,,,1636,"(33.3923792867, -86.8833755105)",HLTHOUT,HIGHCHOL,135896,1073014302,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014404,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,36.4,35.3,37.6,,,1140,"(33.4312136699, -86.8228782375)",HLTHOUT,HIGHCHOL,135896,1073014404,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014405,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,34,33,35.1,,,3524,"(33.4223942211, -86.8292726164)",HLTHOUT,HIGHCHOL,135896,1073014405,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014406,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,40.1,38.9,41.2,,,4223,"(33.4019456118, -86.8333493253)",HLTHOUT,HIGHCHOL,135896,1073014406,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014408,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,28.7,27.8,29.7,,,3434,"(33.3714906081, -86.8110962421)",HLTHOUT,HIGHCHOL,135896,1073014408,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014409,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,42.4,41.1,43.8,,,3266,"(33.3940185192, -86.814740369)",HLTHOUT,HIGHCHOL,135896,1073014409,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014410,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,34.3,33.3,35.3,,,5159,"(33.3494208078, -86.8444278718)",HLTHOUT,HIGHCHOL,135896,1073014410,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014412,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,36.9,35.7,38.2,,,4162,"(33.4019806536, -86.8503435747)",HLTHOUT,HIGHCHOL,135896,1073014412,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01073014413,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,36.4,35.4,37.3,,,8007,"(33.3733919761, -86.8534900912)",HLTHOUT,HIGHCHOL,135896,1073014413,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030212,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,22,21,23.1,,,97,"(33.423125404, -86.6963918322)",HLTHOUT,HIGHCHOL,135896,1117030212,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030216,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,38.7,37.5,39.9,,,2200,"(33.417421408, -86.6452578981)",HLTHOUT,HIGHCHOL,135896,1117030216,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030217,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,40,38.8,41.4,,,4878,"(33.4384217583, -86.6382002523)",HLTHOUT,HIGHCHOL,135896,1117030217,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030303,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,39.1,37.9,40.2,,,2728,"(33.4073891991, -86.7208501712)",HLTHOUT,HIGHCHOL,135896,1117030303,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030304,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,38.5,37.4,39.6,,,3288,"(33.3846264819, -86.7606477683)",HLTHOUT,HIGHCHOL,135896,1117030304,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030305,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,38.8,37.4,40.3,,,684,"(33.3506323247, -86.7740677526)",HLTHOUT,HIGHCHOL,135896,1117030305,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030314,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,31.5,30.5,32.7,,,3035,"(33.3586019342, -86.7921165874)",HLTHOUT,HIGHCHOL,135896,1117030314,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030330,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,43.7,42,45.5,,,342,"(33.413982377, -86.6887566067)",HLTHOUT,HIGHCHOL,135896,1117030330,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030333,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,39.2,37.9,40.5,,,3924,"(33.3483899528, -86.8194470284)",HLTHOUT,HIGHCHOL,135896,1117030333,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030334,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,34.7,33.8,35.7,,,1652,"(33.3045872589, -86.8872412717)",HLTHOUT,HIGHCHOL,135896,1117030334,High Cholesterol
2015,AL,Alabama,Hoover,Census Tract,BRFSS,Health Outcomes,0135896-01117030344,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,40.6,39.2,42.1,,,209,"(33.4099905522, -86.6692093971)",HLTHOUT,HIGHCHOL,135896,1117030344,High Cholesterol
2016,AL,Alabama,Hoover,City,BRFSS,Health Outcomes,135896,Chronic kidney disease among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,2.2,2.2,2.3,,,81619,"(33.3767602729, -86.8051937568)",HLTHOUT,KIDNEY,135896,,Chronic Kidney Disease
2016,AL,Alabama,Hoover,City,BRFSS,Health Outcomes,135896,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.3,2.3,2.3,,,81619,"(33.3767602729, -86.8051937568)",HLTHOUT,KIDNEY,135896,,Chronic Kidney Disease
